label,text,source
promo,"নতুন বছরের মেগা সেল এসেছে বসুন্ধরা সিটি শপিং মলে! জানুয়ারি মাসব্যাপী চলবে এই বিশাল সেল যেখানে ফ্যাশন থেকে ইলেকট্রনিক্স, কসমেটিকস থেকে হোম অ্যাপ্লায়েন্স - সব কিছুতেই পাবেন ৫০-৮০% পর্যন্ত ছাড়। বিশেষ আকর্ষণ হলো উইকএন্ডে ফ্ল্যাশ সেল যেখানে প্রতিদিন ১০০টি আইটেম থাকবে ৯০% ছাড়ে। প্রতিদিন সকাল ১০টা থেকে রাত ১০টা পর্যন্ত খোলা। ৫০০০ টাকার উপরে কেনাকাটায় ফ্রি ভ্যালেট পার্কিং। সাথে থাকছে বিশেষ লটারি - জিতুন গাড়ি, বাইক এবং অন্যান্য আকর্ষণীয় পুরস্কার।",Bengali
smish,"ডাচ্-বাংলা ব্যাংক গ্রাহক, আপনার কার্ড নম্বর এবং OTP জরুরি ভিত্তিতে যাচাই করতে হবে। অন্যথায় অ্যাকাউন্ট বন্ধ হবে। ভিজিট করুন dbbl-carebd.org।",Bengali
smish,জনতা ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। কল করুন: +8801715455567,Bengali
normal,এই যা আমি একটি সমাধান দেওয়া হয় যে সমাধান দিতে হবে।,Bengali
smish,"প্রিয় xxx, অভিনন্দন! আপনার আবেদন এবং রিজিউম যাচাই করার পরে, আমরা আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।",Bengali
normal,আমি স্বাস্থ্য মনে হয় এবং আমার শরীর ভালো মনে হয়।,Bengali
normal,আসসালামু আলাইকুম।,Bengali
normal,তুমি কি পড়ছো?,Bengali
promo,"ফ্রি হোম ডেলিভারি! বই, স্টেশনারি, গিফটে কোন চার্জ নেই।",Bengali
normal,আমি এখন কি বলতে পারি না।,Bengali
normal,"হ্যালো, কেমন আছেন?",Bengali
smish,ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং একটি বিলাসবহুল হোটেল বুকিং জিতুন। ক্লিক করুন: super1000.info/docs,Bengali
promo,"মোবাইল রিচার্জে বোনাস! যত রিচার্জ তত বোনাস, সর্বোচ্চ ৫০০ টাকা।",Bengali
normal,"আজ তোমার কাছে আসতে পারবো না? হ্যাঁ, আমি এখানে রয়েছি। আপনি কি চান?",Bengali
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।,Bengali
smish,আপনার নাম্বারটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801712233445,Bengali
normal,তুমি কি গান শুনছো?,Bengali
normal,তুমি কি সমুদ্রে যাচ্ছো?,Bengali
smish,"প্রিয় গ্রাহক, আপনার মোবাইল নম্বরটি ব্লক করা হচ্ছে। এটি এড়াতে 017XXXXXXXX নম্বরে কল করে আপনার পরিচয় নিশ্চিত করুন।",Bengali
normal,কি করবে আমার সাথে বলো। আমি তোমার সাথে হাঁটতে চাই।,Bengali
normal,হাই!,Bengali
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সরকারি ওয়েবসাইট ছিল মাত্র ৯৮টি। ২০২৩ সালে তা বেড়ে দাঁড়িয়েছে ৫২ হাজার ২০০টি।",Bengali
smish,DXN মাল্টিনেশনাল কোম্পানি দিচ্ছে ভাতাসহ উচ্চবেতনে চাকরির সুযোগ। জরুরি যোগাযোগ করুন ০১৭৯৩২৫১০০২,Bengali
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo,Bengali
promo,Daraz App ডাউনলোড করলে নতুন ইউজাররা পাচ্ছেন ২৫০ টাকা ভাউচার।,Bengali
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: promusic.co/components/interbank.com/,Bengali
normal,তুমি কি বইয়ের দোকানে যাচ্ছো?,Bengali
smish,আপনার GP সিম থেকে অন্য দেশে কল হয়েছে। এটি বন্ধ করতে সাথে সাথে gpstopfraud.org এ লগইন করুন।,Bengali
smish,"GP গ্রাহক, ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট ব্লক এড়াতে gp-safeverify24.org এ লগইন করুন। নাম্বার ও OTP দিন।",Bengali
promo,সানগ্লাসে স্পেশাল ডিসকাউন্ট! ব্র্যান্ডেড গ্লাসে ৪০% ছাড়।,Bengali
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U",Bengali
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@ ৳৪৭৩, ৩০দিন cutt.ly/zwTmxzpd",Bengali
normal,"বন্ধু, তুমি কি জানো আগামীকাল ছুটি আছে? অফিসে কনফার্ম করেছো?",Bengali
normal,আমার মোবাইলের ইন্টারনেট খুব স্লো। তুমি কি জানো রাউটার রিস্টার্ট করলে স্পিড বাড়ে কিনা?,Bengali
promo,দারাজ ১১.১১ সেল! সব ক্যাটাগরিতে মেগা ডিসকাউন্ট। ফ্ল্যাশ সেল শুরু!,Bengali
normal,০১৮২৭২৮৩৯৬২ নাম্বারে কল করুন।,Bengali
smish,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword,Bengali
normal,আজ সকালে বাসায় বিদ্যুৎ ছিল না। সবকিছু গরম আর অস্বস্তিকর লাগছিলো। বিদ্যুৎ আসার পর মনে হলো স্বস্তি পেয়েছি।,Bengali
smish,"আপনার রবি সিম থেকে অজানা নাম্বারে ২,৫০০ টাকা পাঠানো হয়েছে। বাতিল করতে robirefund24.me এ ক্লিক করে OTP দিন।",Bengali
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789",Bengali
normal,তুমি কখন আসতে পারবো? আমি আপনার পাশে রয়েছি।,Bengali
normal,বাড়ির পাশে একটি মেজবান রাখা হয়।,Bengali
promo,রবি কাস্টমারদের জন্য সুপার অফার: ৩ মাসের YouTube Premium সাবস্ক্রিপশন ফ্রি। সক্রিয় করুন *888#।,Bengali
smish,Emergency: আপনার হেলথ ইন্স্যুরেন্স ক্যানসেল। রিনিউ: health-insurance.cf,Bengali
promo,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
01894841736",Bengali
normal,হা হা হা ভালো কৌতুক। মেয়েরা অবস্থা অনুসন্ধানকারী।,Bengali
normal,আমার কি করতে হবে বলো।,Bengali
smish,"আপনার সাম্প্রতিক অ্যামাজন কেনার জন্য আপনাকে ধন্যবাদ. আপনাকে $180.34 চার্জ করা হয়েছে।  যদি কোন ভুল হয়ে থাকে, অনুগ্রহ করে কল করুন (407)438-4356",Bengali
normal,"প্রিয় আম্মু, আমি এতক্ষণ হাসপাতালে ছিলাম বাবার সাথে। ডাক্তার বলেছেন অপারেশন খুবই সফল হয়েছে এবং বাবার অবস্থা স্থিতিশীল। আর কোন জটিলতা নেই এবং আগামী সপ্তাহেই বাবাকে ছেড়ে দেওয়া হবে। তবে কিছুদিন বিশ্রামে থাকতে হবে এবং ভারী কাজকর্ম করা যাবে না। আপনি চিন্তা করবেন না, আমি এখানেই থাকবো যতদিন প্রয়োজন। আর হ্যাঁ, বাবা আপনাকে খুব মিস করছেন, তিনি বলেছেন আপনি যেন তাড়াতাড়ি এসে তার সাথে দেখা করেন।",Bengali
normal,"হ্যালো, কি করছো?",Bengali
normal,আমি একটি বার্তা পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা সমাধান দেয় এই যা অন্য একটি সমাধান দেয়।,Bengali
promo,"ইলেকট্রনিক্সে মেগা সেল! TV, ফ্রিজ, AC তে বিশাল ছাড়।",Bengali
smish,"➡️আপনি কি অনলাইনে কাজ করতে চান??..আমাদের প্রজেক্টের নাম হলো:Forgsec. io
🆓আমরা টেলিগ্রামে লাইভ ক্লাসের মাধ্যমে ফ্রিতে ১/২টা ক্লাস করিয়ে সম্পুর্ন কাজ শিখিয়ে দিব✅✅ 🔜আমাদের সাইড এ রয়েছে' প্রতিদিন ইংকাম এবং প্রতিমাসে বেতন এর সু-ব্যাবস্থা☑️☑️
সব কিছু জেনে বুঝে প্রমান নিয়ে কাজ করবেন ১০০% রিয়েল কাজ✅",Bengali
smish,জয়! আপনি iPhone 15 Pro জিতেছেন। পেতে ক্লিক করুন: win-iphone.ml,Bengali
promo,"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এর ৪৭তম শাহাদত বার্ষিকীতে বিনম্র শ্রদ্ধা""-ডাক ও টেলিযোগাযোগ বিভাগ।",Bengali
smish,"প্রিয় গ্রাহক, আপনার bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801712345678",Bengali
promo,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯, ৩০দিন cutt.ly/2wQlYv6U",Bengali
normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।",Bengali
promo,"তোমার জন্য স্পেশাল গিফট, ৬০পয়সা/মিনিট কলরেট, নাও: cutt.ly/qwnfrXbV",Bengali
smish,Emergency! আপনার ক্রেডিট কার্ড ব্লক। আনব্লক: unblock-credit.cf,Bengali
promo,"Robi গ্রাহকগণ, ২ জিবি ডেটা মাত্র ৪৯ টাকা। বৈধতা ৭ দিন। ডায়াল করুন *123*049#।",Bengali
smish,◆ তেমন যোগ‍্যতা থাকলে অনলাইনে পড়িয়ে রোজগার করা যায়। এইজন‍্য User-10381381741225860264 মহাশয়ের সাথে যোগাযোগ করতে পারেন।,Bengali
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C",Bengali
normal,আজ সকালে জ্যামে এক ঘণ্টা আটকে ছিলাম। অফিস পৌঁছাতে অনেক দেরি হলো। ঢাকা শহরের এই ট্রাফিক সমস্যা আর কতদিন চলবে কে জানে।,Bengali
smish,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805",Bengali
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd",Bengali
smish,দয়া করে আপনার ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।,Bengali
smish,* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50GB ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548,Bengali
normal,"ধৈর্য ধরো, ভালো সময় আসবে।",Bengali
smish,জরুরি নোটিশ: আপনার পানির বিল বকেয়া। সংযোগ বিচ্ছিন্নের আগে: water-bill.ga,Bengali
smish,"ফুটবল স্টার খেলে ১০,০০০ টাকা জিতুন প্রতি সপ্তাহে সপ্তাহে যোগাযোগ startop-offer.top",Bengali
normal,কেমন কাটছে দিনটা?,Bengali
smish,আপনার ব্যাংক অ্যাকাউন্টের বিবরণ আপডেট করুন। দয়া করে এখানে লগইন করুন: http://bit.ly/AccountUpdate,Bengali
smish,অ্যাপল আইফোন ১৫ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801811011123,Bengali
normal,তুমি কি কাল সকালে ক্লাসে যাবে? স্যার কুইজ নেবেন বলে শুনেছি।,Bengali
promo,"গহনায় বিশাল ছাড়! স্বর্ণ, রূপায় ২০% পর্যন্ত কমতি।",Bengali
smish,"আপনি অনলাইনে একটি খণ্ডকালীন/পূর্ণ-সময়ের চাকরির জন্য নির্বাচিত হয়েছেন। কাজটি খুবই সহজ, কোন সময় সীমা নেই, কোন স্থানের সীমা নেই, এটি ঘরে বসে করা যায়, দৈনিক বেতন 1000-5000TK, একটি চাকরি খুঁজতে হোয়াটসঅ্যাপ ম্যানেজারের সাথে যোগাযোগ করুন:  https://wa.me/8801320862219",Bengali
normal,"প্রিয় বন্ধু রহিম, তোমার গতকালের ফোনের পর থেকেই তোমার চাকরির ইন্টারভিউর কথা ভাবছি। জানি যে তুমি অনেক প্রস্তুতি নিয়েছো এবং তোমার যোগ্যতা সম্পর্কে আমার কোন সন্দেহ নেই। আগামীকাল সকাল ১০টার ইন্টারভিউতে অবশ্যই ভালো করবে। রাতে তাড়াতাড়ি ঘুমিয়ে যেও এবং সকালে ভালো নাশতা করে যেও। আল্লাহর কাছে তোমার জন্য দোয়া করছি। সফল হওয়ার পর খবর দিও।",Bengali
smish,"বাংলালিংক থেকে আপনার নাম্বারে ১০,০০০ টাকা লোন অনুমোদিত হয়েছে। টাকার জন্য আপনার PIN কোড দিন এই লিঙ্কে: banglalink-loan247.net।",Bengali
smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: +8801919899901",Bengali
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataUrgentBot2,Bengali
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify,Bengali
smish,"গ্রামীণফোন গ্রাহক, আপনার সিম ব্লক হয়ে যাবে যদি ২৪ ঘণ্টার মধ্যে NID যাচাই না হয়। এখনই gpverify24.org এ লগইন করুন।",Bengali
smish,আপনার লেনদেন সুরক্ষার জন্য অবিলম্বে লগইন করুন: [securetransaction.com/LoginBD],Bengali
smish,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত কল করুন: +8801912345678",Bengali
normal,"আমি আজকে খুব ব্যস্ত ছিলাম অফিসে। বস হঠাৎ মিটিং ডেকেছিল। কাল দেখা করি, কফি খেতে যাই।",Bengali
smish,"আসসালামুআলাইকুম!

আপনি কি বাড়িতে বসে কোন টাকা ইনভেস্টমেন্ট না করে টাকা ইনকাম করতে চান?
তাহলে আমাদের বট এ কাজ করুন। আমাদের বট এ আপনি কোন ইনভেস্টমেন্ট ছাড়া ইনকাম করতে পারবেন।

বট লিঙ্ক: https://t.me/free_online_income_24bot",Bengali
promo,ওয়াচে মেগা অফার! স্মার্ট ওয়াচে ৫০০০ টাকা পর্যন্ত ছাড়।,Bengali
promo,"Banglalink গ্রাহক, ১০০ টাকার রিচার্জে ২৫ মিনিট ফ্রি।",Bengali
promo,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",Bengali
normal,তুমি কি সিনেমা হলে যাচ্ছো?,Bengali
smish,মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe,Bengali
promo,ক্যাশব্যাক পাও upto 99tk! skitto app থেকে চিল ডিলে- cutt.ly/aAhiAsI,Bengali
promo,"স্মার্টফোনে মেগা ডিসকাউন্ট! Samsung, Xiaomi এ ২৫০০০ টাকা পর্যন্ত ছাড়।",Bengali
smish,"DBBL Credit Card গ্রাহক, আপনার কার্ড লিমিট বাড়াতে এখনই আপনার পাসওয়ার্ড ও CVV দিন: secure-dbbl.net।",Bengali
promo,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে। ,Bengali
smish,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [securelimit.com/IncreaseBD],Bengali
smish,আপনার কাছে Amazon থেকে $200 নগদ মূল্য রয়েছে 2 দিনের মধ্যে মেয়াদ শেষ হবে৷ আমরা আপনাকে $500 পর্যন্ত পাওনা দিতে পারি। একটি সাম্প্রতিক সিদ্ধান্তের কারণে গত বছর আমরা আপনাকে অনেক বেশি চার্জ করতে পেরেছি। আপনার স্বয়ংক্রিয় সঞ্চয় প্রস্তুত.,Bengali
smish,"সোনালী ব্যাংক জানাচ্ছে, আপনার অ্যাকাউন্টে সন্দেহজনক লগইন চেষ্টা হয়েছে। যাচাই করতে www.sonali-verifybd.com ভিজিট করুন।",Bengali
smish,আপনার সিভি আমাদের চাকরির জন্য নির্বাচিত হয়েছে। দিনে ২-৩ ঘণ্টা কাজ করেই বাড়ি বসে রোজ ৮ হাজার টাকা বেতন পাবেন। অফার লেটার গ্রহণ করতে এই লিঙ্কে ক্লিক করুন।,Bengali
smish,আপনার ব্যবসার জন্য ডিজাইন এবং মার্কেটিং সম্পর্কে জানুন! প্রফেশনাল পরামর্শ পান এবং ব্যবসা পরিচালনা এর দিকে তাকিয়ে চলুন। যোগাযোগ করুন বিস্তারিত জানতে এই লিঙ্কে ক্লিক করুন:https://www.etsy.com/search?,Bengali
normal,আজ সন্ধ্যায় শাহবাগে দেখা করবো? অনেকদিন আড্ডা হয় না।,Bengali
promo,বিকাশ অ্যাপে skitto deals এ ৩০টাকা পর্যন্ত ক্যাশব্যাক cutt.ly/8HBaVWF,Bengali
smish,"গ্রামীণফোন জানাচ্ছে, আপনার নম্বরে ভুয়া কল শনাক্ত হয়েছে। আপনার সিম ব্লক এড়াতে এখনই gp-care24.net এ গিয়ে NID ও জন্মতারিখ দিন। যাচাই না করলে ২৪ ঘণ্টার মধ্যে সেবা স্থগিত হবে।",Bengali
normal,তুমি কি বিশ্ববিদ্যালয়ে যাচ্ছো?,Bengali
normal,তুমি কি নতুন গানটা শুনেছো? সত্যিই দারুণ লেগেছে।,Bengali
smish,জরুরি নোটিশ: আপনার মেডিকেল রেকর্ড চুরি। সুরক্ষিত: protect-medical.ml,Bengali
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি",Bengali
smish,"আপনার ডাচ্-বাংলা ব্যাংক ক্রেডিট কার্ডে অননুমোদিত ৭৫,০০০ টাকা চার্জ হয়েছে। বাতিল করতে দ্রুত http://dbbl-secure-payments.com এ লগইন করুন এবং OTP প্রদান করুন।",Bengali
smish,আপনার রবি অ্যাকাউন্ট ব্লক করা হবে। পুনরায় চালু করতে robiverify24.net এ গিয়ে লগইন করুন।,Bengali
promo,আজকেই শেষ ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC,Bengali
smish,আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে এখানে ক্লিক করুন: https://wa.me/8801719876543,Bengali
promo,"ক্যামেরায় বিশেষ ছাড়! DSLR, অ্যাকশন ক্যামেরায় ৩৫% কমতি।",Bengali
normal,আজ তোমার পাশে থাকতে পারি না। আমি আপনার পাশে রয়েছি।,Bengali
smish,"আপনার বিকাশ অ্যাকাউন্ট থেকে ৯,৮৫০ টাকা কেটে নেওয়া হয়েছে। ভুল হলে এখনই এই লিঙ্কে গিয়ে (bKash-refund.me) তথ্য দিন।",Bengali
smish,"যেটা থেকে প্রতি কাজ করার পর আপনি ১২০০ টাকা পাবেন,,, এই জবটা করার জন্য আপনার একটা টাকা ইনভেস্ট করতে হবে না ফ্রি তে এই জব করতে পারবেন। ",Bengali
promo,"মানবাধিকার দিবস-২০২৩
এবারের প্রতিপাদ্য “সবার জন্য স্বাধীনতা, সমতা এবং ন্যায়বিচার”। জাতীয় মানবাধিকার কমিশন।",Bengali
promo,"৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#",Bengali
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo,Bengali
normal,তুমি কি কনসার্টে যাচ্ছো?,Bengali
smish,"E-comerch Platform ( No Fee )
আমাদের কোম্পানিতে কাজ করে প্রতিদিন $10/$15 USDT আয় করতে চাইলে Inbox",Bengali
normal,"আব্দুল, কাল রাতে সিনেমা দেখতে যাবে নাকি? ‘হাওয়া’ চলছে স্টার সিনেপ্লেক্সে, টিকিট বুক করি?",Bengali
promo,GP FlexiPlan-এ আজ সব ইন্টারনেট বান্ডেল ২০% ডিসকাউন্ট।,Bengali
smish,"আপনার সোনালী ব্যাংক অ্যাকাউন্টে সন্দেহজনক লেনদেন শনাক্ত হয়েছে। এখনই যাচাই করতে এই লিঙ্কে যান: http://secure-sonalibank-bd.com এবং আপনার OTP দিন, না হলে অ্যাকাউন্ট স্থগিত হবে।",Bengali
normal,আজ বিকেলে পার্কে হাঁটতে গিয়েছিলাম। বাতাসে হাঁটা খুব আরামদায়ক ছিল।,Bengali
smish,"ঘরে বসে অনেক ভাবে ইনকাম করা যায়। যেমন কেউ ইউটিউবে ভিডিও তৈরি করে কেউ ব্লক তৈরি করে কেউ রিভিউ দেয় ইত্যাদি করে ইনকাম করা যায়। যদি আপনি এগুলা করতে না পারেন আরো সহ্জ পদ্ধতিতে দিতে ইনকাম করতে পারেন। এই অ্যাপসটা থেকে আমি অনেক টাকা ইনকাম করেছি। মাত্র ৫০ টাকা হলেই টাকা বিকাশে উইড্রো করা যায়। ভালো লাগলে অন্যদের সাথেও শেয়ার করুন আর নিচের দেয়া লিংক থেকে অ্যাপসটি ডাউনলোড করে নিবেন।

বি: দ্রষ্টব্য: গেমটি ডাউনলোড হতে একটু সময় লাগে তাই ধৈর্য ধরে Download দিয়ে রাখুন।

Join MSL to play exciting games online and WIN real CASH daily. Download MSL APP Now

https://refer.mslgames.com/YfrcqEcoToos53HN7",Bengali
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778,Bengali
normal,"বন্ধু, তোমার নতুন চাকরি কেমন লাগছে? বস ভালো তো?",Bengali
normal,"ভাই, তোমার গাড়ি ধার দিবে? আমার জরুরি কাজ আছে।",Bengali
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,Bengali
promo,১ ডিলেই সপ্তাহের সব ইন্টারনেটিং- নাও ১০জিবি@৳১৫৮: cutt.ly/FwUC6vhp,Bengali
normal,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।,Bengali
promo,"অনূর্ধ্ব ১৮ বছর বয়সী বাংলাদেশী শিশু-কিশোর এবং সংশ্লিষ্ট প্রতিষ্ঠানসমূহ হতে ‘শেখ রাসেল পদক’ এর আবেদনপত্র অনলাইনে আহবান করা যাচ্ছে। আবেদনের শেষ সময় ২০ মে, ২০২৩। বিস্তারিতঃ www.award.sheikhrussel.gov.bd
",Bengali
promo,“১৬১২২ নম্বরে কল করে অথবা land.gov.bd ভিজিট করে ঘরে বসেই ভূমিসেবা গ্রহণ করুন।’’-ভূমি মন্ত্রণালয়।,Bengali
normal,আজ বিকেলে বন্ধুদের সঙ্গে চা খেয়েছি। অনেকদিন পর আড্ডা দিলাম।,Bengali
normal,তুমি কি ট্রেনে যাচ্ছো?,Bengali
smish,GP App লগইন ব্যর্থ হয়েছে। এখনই gp-appresetbd.org এ লগইন করে পাসওয়ার্ড রিসেট করুন। না হলে ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।,Bengali
promo,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,Bengali
smish,"প্রিয় গ্রাহক, আপনি বাংলাদেশ লটারি থেকে ৫ লক্ষ টাকা জিতেছেন! দাবি করতে এখনই passport কপি এবং মোবাইল নম্বর পাঠান bdlottery@cashwin.org এ।",Bengali
smish,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।",Bengali
smish,বাংলাদেশ ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801914344356,Bengali
smish,"এখনই খেলুন এবং জিতে নিন ১০টি Xiaomi স্মার্টফোন! দ্রুত করুন, ক্লিক: https://cutt.ly/CeoPN2O8",Bengali
normal,"তুমি কি কালকে ফ্রি আছো? একসাথে নিউ মার্কেট ঘুরতে যাই, কয়েকটা বই কিনতে চাই।",Bengali
smish,"যুক্তরাজ্যে নিবন্ধিত নার্স হিসাবে একটি ক্যারিয়ার তৈরি করুন , মাসিক মিনিমাম সহ 2 বছরের কাজের ভিসা। প্রারম্ভিক বেতন ৩ লাখ টাকা বিএসবি,ঢাকা Please Contact Us: 01332518402 , 01332518406",Bengali
smish,"গ্রামীণফোন গ্রাহক, আপনার সিম বন্ধ হয়ে যাবে যদি NID যাচাই না করেন। ভিজিট করুন: gpupdate-bd.org।",Bengali
normal,তোমার ভাইবোন কেমন আছে?,Bengali
smish,বিপিএলে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। শুরু করুন: super1000.info/docs,Bengali
normal,শুভ ভালোবাসা দিবস!,Bengali
promo,হোম ক্লিনিং সার্ভিস! প্রথম সার্ভিসে ৫০% ছাড়। বুকিং দিন।,Bengali
normal,০১৭৩৮২৭৩৮২৮ এই নাম্বারে জরুরি টাকা পাঠান।,Bengali
normal,ভাইয়া ভর্তির জন্য কি বাবার আয়ের সনদ দিতেই হয়??  বলবেন একটু,Bengali
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতকারের সুযোগ পেতে বেটিং করুন। এখনই ক্লিক করুন: ebayisapidlld.altervista.org/,Bengali
promo,"বাংলাদেশ নৌবাহিনীতে সরাসরি কমিশন্ড অফিসার পদে নিয়োগ চলছে। 
ভিজিট করুনঃ www.joinnavy.navy.mil.bd
",Bengali
normal,পাখিরা গাছে খুব সুন্দর গান গায়।,Bengali
promo,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,Bengali
promo,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি",Bengali
smish,অভিনন্দন! আপনি ডাচ বাংলা ব্যাংক উপবৃত্তির জন্য নির্বাচিত হয়েছেন। সঠিকভাবে নিশ্চায়ন এবং টাকাও উত্তোলনের নিয়ম জানতে নিচের লিংকে ক্লিক করুন।,Bengali
normal,আজ কি সিনেমা দেখবে?,Bengali
normal,মিঠু ভাইয়ের নাম্বারে টাকা দিয়ে তারপর আসিস।,Bengali
normal,০১৮২৭৩৮২৭৩৯ এই নাম্বারে দ্রুত টাকা পাঠাও।,Bengali
normal,সকালে বাসে ভিড় লাগছে।,Bengali
smish,সোনালী ব্যাংক ইন্টারনেট ব্যাংকিং সাসপেন্ড হয়েছে। sonali-ibverify24.org এ যান এবং ডিটেইলস দিন।,Bengali
